260.0,200.0,723.0,420.0
260.0,200.0,723.0,420.0
260.0,200.0,723.0,420.0
260.0,200.0,723.0,420.0
260.0,200.0,723.0,420.0
260.0,200.0,723.0,420.0
260.0,200.0,723.0,420.0
260.0,200.0,723.0,420.0
260.0,200.0,723.0,420.0
260.0,200.0,723.0,420.0
260.0,200.0,723.0,420.0
260.0,200.0,723.0,420.0
260.0,200.0,723.0,420.0
260.0,200.0,723.0,420.0
260.0,200.0,723.0,420.0
260.0,200.0,723.0,420.0
260.0,200.0,723.0,420.0
260.0,200.0,723.0,420.0
260.0,200.0,723.0,420.0
260.0,200.0,723.0,420.0
260.0,200.0,723.0,420.0
260.0,200.0,723.0,420.0
260.0,200.0,723.0,420.0
260.0,200.0,723.0,420.0
260.0,200.0,723.0,420.0
260.0,200.0,723.0,420.0
260.0,200.0,723.0,420.0
260.0,200.0,723.0,420.0
260.0,200.0,723.0,420.0
260.0,200.0,723.0,420.0
260.0,200.0,723.0,420.0
260.0,200.0,723.0,420.0
260.0,200.0,723.0,420.0
260.0,200.0,723.0,420.0
260.0,200.0,723.0,420.0
260.0,200.0,723.0,420.0
260.0,200.0,723.0,420.0
260.0,200.0,702.0,512.0
260.0,200.0,702.0,512.0
260.0,200.0,702.0,512.0
260.0,200.0,702.0,512.0
260.0,200.0,702.0,512.0
260.0,200.0,702.0,512.0
260.0,200.0,702.0,512.0
260.0,200.0,702.0,512.0
260.0,200.0,702.0,512.0
260.0,200.0,702.0,512.0
260.0,200.0,702.0,512.0
260.0,200.0,702.0,512.0
260.0,200.0,702.0,512.0
260.0,200.0,702.0,512.0
260.0,200.0,702.0,512.0
260.0,200.0,702.0,512.0
260.0,200.0,702.0,512.0
260.0,200.0,702.0,512.0
260.0,200.0,702.0,512.0
260.0,200.0,702.0,512.0
260.0,200.0,702.0,512.0
260.0,200.0,702.0,512.0
260.0,200.0,702.0,512.0
260.0,200.0,702.0,512.0
260.0,200.0,702.0,512.0
260.0,200.0,702.0,512.0
260.0,200.0,702.0,512.0
260.0,200.0,702.0,512.0
260.0,200.0,702.0,512.0
260.0,200.0,702.0,512.0
260.0,200.0,702.0,512.0
260.0,200.0,702.0,512.0
260.0,200.0,702.0,512.0
260.0,200.0,702.0,512.0
260.0,200.0,702.0,512.0
260.0,200.0,702.0,512.0
260.0,200.0,702.0,512.0
260.0,200.0,702.0,512.0
260.0,200.0,702.0,512.0
260.0,200.0,702.0,512.0
